2024-03-04 19:26:51,981 INFO    StreamThr :7997 [internal.py:wandb_internal():86] W&B internal server running at pid: 7997, started at: 2024-03-04 19:26:51.981083
2024-03-04 19:26:51,982 DEBUG   HandlerThread:7997 [handler.py:handle_request():146] handle_request: status
2024-03-04 19:26:51,984 INFO    WriterThread:7997 [datastore.py:open_for_write():87] open: /home/mario/Projects/PLR/plr-exercise/wandb/run-20240304_192651-ggq5xbp9/run-ggq5xbp9.wandb
2024-03-04 19:26:51,984 DEBUG   SenderThread:7997 [sender.py:send():382] send: header
2024-03-04 19:26:51,984 DEBUG   SenderThread:7997 [sender.py:send():382] send: run
2024-03-04 19:26:52,299 INFO    SenderThread:7997 [dir_watcher.py:__init__():211] watching files in: /home/mario/Projects/PLR/plr-exercise/wandb/run-20240304_192651-ggq5xbp9/files
2024-03-04 19:26:52,299 INFO    SenderThread:7997 [sender.py:_start_run_threads():1136] run started: ggq5xbp9 with start time 1709576811.057731
2024-03-04 19:26:52,307 DEBUG   HandlerThread:7997 [handler.py:handle_request():146] handle_request: check_version
2024-03-04 19:26:52,308 DEBUG   SenderThread:7997 [sender.py:send_request():409] send_request: check_version
2024-03-04 19:26:52,387 DEBUG   HandlerThread:7997 [handler.py:handle_request():146] handle_request: run_start
2024-03-04 19:26:52,388 DEBUG   HandlerThread:7997 [system_info.py:__init__():27] System info init
2024-03-04 19:26:52,388 DEBUG   HandlerThread:7997 [system_info.py:__init__():42] System info init done
2024-03-04 19:26:52,388 INFO    HandlerThread:7997 [system_monitor.py:start():194] Starting system monitor
2024-03-04 19:26:52,388 INFO    SystemMonitor:7997 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-04 19:26:52,389 INFO    HandlerThread:7997 [system_monitor.py:probe():214] Collecting system info
2024-03-04 19:26:52,389 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started cpu monitoring
2024-03-04 19:26:52,389 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started disk monitoring
2024-03-04 19:26:52,389 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started gpu monitoring
2024-03-04 19:26:52,390 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started memory monitoring
2024-03-04 19:26:52,391 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started network monitoring
