2024-03-04 14:03:25,894 INFO    StreamThr :7997 [internal.py:wandb_internal():86] W&B internal server running at pid: 7997, started at: 2024-03-04 14:03:25.893991
2024-03-04 14:03:25,895 DEBUG   HandlerThread:7997 [handler.py:handle_request():146] handle_request: status
2024-03-04 14:03:25,897 INFO    WriterThread:7997 [datastore.py:open_for_write():87] open: /home/mario/Projects/PLR/plr-exercise/wandb/run-20240304_140324-55hmlv90/run-55hmlv90.wandb
2024-03-04 14:03:25,897 DEBUG   SenderThread:7997 [sender.py:send():382] send: header
2024-03-04 14:03:25,897 DEBUG   SenderThread:7997 [sender.py:send():382] send: run
2024-03-04 14:03:26,265 INFO    SenderThread:7997 [dir_watcher.py:__init__():211] watching files in: /home/mario/Projects/PLR/plr-exercise/wandb/run-20240304_140324-55hmlv90/files
2024-03-04 14:03:26,265 INFO    SenderThread:7997 [sender.py:_start_run_threads():1136] run started: 55hmlv90 with start time 1709557404.977321
2024-03-04 14:03:26,275 DEBUG   HandlerThread:7997 [handler.py:handle_request():146] handle_request: check_version
2024-03-04 14:03:26,275 DEBUG   SenderThread:7997 [sender.py:send_request():409] send_request: check_version
2024-03-04 14:03:26,376 DEBUG   HandlerThread:7997 [handler.py:handle_request():146] handle_request: run_start
2024-03-04 14:03:26,377 DEBUG   HandlerThread:7997 [system_info.py:__init__():27] System info init
2024-03-04 14:03:26,377 DEBUG   HandlerThread:7997 [system_info.py:__init__():42] System info init done
2024-03-04 14:03:26,377 INFO    HandlerThread:7997 [system_monitor.py:start():194] Starting system monitor
2024-03-04 14:03:26,377 INFO    SystemMonitor:7997 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-04 14:03:26,377 INFO    HandlerThread:7997 [system_monitor.py:probe():214] Collecting system info
2024-03-04 14:03:26,378 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started cpu monitoring
2024-03-04 14:03:26,378 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started disk monitoring
2024-03-04 14:03:26,379 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started gpu monitoring
2024-03-04 14:03:26,379 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started memory monitoring
2024-03-04 14:03:26,380 INFO    SystemMonitor:7997 [interfaces.py:start():190] Started network monitoring
2024-03-04 14:03:26,402 DEBUG   HandlerThread:7997 [system_info.py:probe():151] Probing system
2024-03-04 14:03:26,403 DEBUG   HandlerThread:7997 [system_info.py:_probe_git():136] Probing git
2024-03-04 14:03:26,413 DEBUG   HandlerThread:7997 [system_info.py:_probe_git():144] Probing git done
2024-03-04 14:03:26,413 DEBUG   HandlerThread:7997 [system_info.py:probe():199] Probing system done
2024-03-04 14:03:26,413 DEBUG   HandlerThread:7997 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-97-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2024-03-04T13:03:26.402934', 'startedAt': '2024-03-04T13:03:24.975542', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'scripts/hyper_parameter_tuning.py', 'codePathLocal': 'scripts/hyper_parameter_tuning.py', 'codePath': 'scripts/hyper_parameter_tuning.py', 'git': {'remote': 'git@github.com:mgomezandreu/plr-exercise.git', 'commit': 'a060e8f4c2dbaf6383095053dabbccd9ae6bfdfa'}, 'email': 'mario-gomez-andreu@outlook.com', 'root': '/home/mario/Projects/PLR/plr-exercise', 'host': 'moore', 'username': 'mario', 'executable': '/home/mario/venv/plr/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2241.0055625, 'min': 2200.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2256.089, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}], 'disk': {'/': {'total': 915.3232879638672, 'used': 61.42332458496094}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 31.217880249023438}}
2024-03-04 14:03:26,413 INFO    HandlerThread:7997 [system_monitor.py:probe():224] Finished collecting system info
2024-03-04 14:03:26,413 INFO    HandlerThread:7997 [system_monitor.py:probe():227] Publishing system info
2024-03-04 14:03:26,413 INFO    HandlerThread:7997 [system_monitor.py:probe():229] Finished publishing system info
2024-03-04 14:03:26,414 DEBUG   SenderThread:7997 [sender.py:send():382] send: files
2024-03-04 14:03:26,414 INFO    SenderThread:7997 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-04 14:03:26,416 DEBUG   HandlerThread:7997 [handler.py:handle_request():146] handle_request: python_packages
